dest_ip,metadata_comment
193.23.55.0/24,AS56971 IPv4
217.60.248.0/24,AS56971 IPv4
45.11.94.0/24,AS56971 IPv4
95.182.101.0/24,AS56971 IPv4
193.43.72.0/24,AS56971 IPv4
45.11.93.0/24,AS56971 IPv4
45.89.244.0/24,AS56971 IPv4
46.8.238.0/24,AS56971 IPv4
31.59.170.0/24,AS56971 IPv4
46.8.230.0/24,AS56971 IPv4
31.59.120.0/24,AS56971 IPv4
194.116.215.0/24,AS56971 IPv4
185.92.183.0/24,AS56971 IPv4
46.8.228.0/24,AS56971 IPv4
213.232.204.0/24,AS56971 IPv4
95.182.96.0/24,AS56971 IPv4
185.92.181.0/24,AS56971 IPv4
31.56.206.0/24,AS56971 IPv4
31.56.204.0/24,AS56971 IPv4
46.8.70.0/24,AS56971 IPv4
2a13:7c00:3::/48,AS56971 IPv6
217.60.249.0/24,AS56971 IPv4
31.56.222.0/24,AS56971 IPv4
46.8.71.0/24,AS56971 IPv4
194.113.245.0/24,AS56971 IPv4
46.8.225.0/24,AS56971 IPv4
45.84.88.0/24,AS56971 IPv4
46.8.64.0/24,AS56971 IPv4
109.248.161.0/24,AS56971 IPv4
46.8.236.0/24,AS56971 IPv4
46.8.237.0/24,AS56971 IPv4
194.120.116.0/24,AS56971 IPv4
31.57.46.0/24,AS56971 IPv4
45.152.114.0/24,AS56971 IPv4
31.59.41.0/24,AS56971 IPv4
185.92.182.0/24,AS56971 IPv4
46.8.227.0/24,AS56971 IPv4
188.215.31.0/24,AS56971 IPv4
217.60.39.0/24,AS56971 IPv4
45.156.22.0/24,AS56971 IPv4
45.38.170.0/24,AS56971 IPv4
95.182.97.0/24,AS56971 IPv4
217.60.252.0/24,AS56971 IPv4
45.156.23.0/24,AS56971 IPv4
95.182.115.0/24,AS56971 IPv4
109.248.160.0/24,AS56971 IPv4
188.130.207.0/24,AS56971 IPv4
217.60.38.0/24,AS56971 IPv4
31.59.121.0/24,AS56971 IPv4
217.60.36.0/24,AS56971 IPv4
193.176.158.0/24,AS56971 IPv4
95.182.99.0/24,AS56971 IPv4
193.164.155.0/24,AS56971 IPv4
46.8.69.0/24,AS56971 IPv4
217.19.4.0/24,AS56971 IPv4
31.57.62.0/24,AS56971 IPv4
46.8.68.0/24,AS56971 IPv4
31.57.118.0/24,AS56971 IPv4
95.182.98.0/24,AS56971 IPv4
193.176.190.0/24,AS56971 IPv4
2a13:7c00:5::/48,AS56971 IPv6
45.156.24.0/24,AS56971 IPv4
46.8.232.0/24,AS56971 IPv4
193.43.79.0/24,AS56971 IPv4
194.116.214.0/24,AS56971 IPv4
95.182.100.0/24,AS56971 IPv4
95.182.114.0/24,AS56971 IPv4
185.92.180.0/24,AS56971 IPv4
45.38.42.0/24,AS56971 IPv4
45.156.27.0/24,AS56971 IPv4
45.154.1.0/24,AS56971 IPv4
31.58.171.0/24,AS56971 IPv4
45.12.219.0/24,AS56971 IPv4
194.113.37.0/24,AS56971 IPv4
2a13:7c00:7::/48,AS56971 IPv6
31.56.227.0/24,AS56971 IPv4
31.57.63.0/24,AS56971 IPv4
185.159.128.0/24,AS56971 IPv4
31.15.16.0/24,AS56971 IPv4
45.152.115.0/24,AS56971 IPv4
104.252.127.0/24,AS56971 IPv4
31.56.48.0/24,AS56971 IPv4
103.136.69.0/24,AS56971 IPv4
31.56.146.0/24,AS56971 IPv4
45.145.6.0/24,AS56971 IPv4
45.145.7.0/24,AS56971 IPv4
31.56.196.0/24,AS56971 IPv4
45.152.86.0/24,AS56971 IPv4
178.255.222.0/24,AS56971 IPv4
2a13:7c00:8::/48,AS56971 IPv6
45.154.2.0/24,AS56971 IPv4
46.8.233.0/24,AS56971 IPv4
109.206.236.0/24,AS56971 IPv4
109.248.163.0/24,AS56971 IPv4
203.18.98.0/24,AS56971 IPv4
45.154.3.0/24,AS56971 IPv4
46.8.231.0/24,AS56971 IPv4
5.178.96.0/24,AS56971 IPv4
45.91.193.0/24,AS56971 IPv4
95.182.116.0/24,AS56971 IPv4
2a13:7c00:4::/48,AS56971 IPv6
46.8.229.0/24,AS56971 IPv4
31.57.61.0/24,AS56971 IPv4
45.156.25.0/24,AS56971 IPv4
31.15.18.0/24,AS56971 IPv4
46.8.78.0/24,AS56971 IPv4
195.211.124.0/24,AS56971 IPv4
193.43.91.0/24,AS56971 IPv4
217.60.37.0/24,AS56971 IPv4
188.130.154.0/24,AS56971 IPv4
2a13:7c00:6::/48,AS56971 IPv6
46.8.224.0/24,AS56971 IPv4
45.38.139.0/24,AS56971 IPv4
193.176.179.0/24,AS56971 IPv4
109.248.162.0/24,AS56971 IPv4
5.144.179.0/24,AS56971 IPv4
31.56.205.0/24,AS56971 IPv4
31.59.40.0/24,AS56971 IPv4
45.11.92.0/24,AS56971 IPv4
194.36.170.0/24,AS56971 IPv4
91.108.189.0/24,AS56971 IPv4
194.36.171.0/24,AS56971 IPv4
193.176.153.0/24,AS56971 IPv4
31.15.17.0/24,AS56971 IPv4
45.152.84.0/24,AS56971 IPv4
31.56.197.0/24,AS56971 IPv4
185.31.200.0/24,AS56971 IPv4
185.159.131.0/24,AS56971 IPv4
45.38.143.0/24,AS56971 IPv4
194.116.217.0/24,AS56971 IPv4
194.36.209.0/24,AS56971 IPv4
185.228.235.0/24,AS56971 IPv4
194.116.216.0/24,AS56971 IPv4
194.120.24.0/24,AS56971 IPv4
46.8.226.0/24,AS56971 IPv4
188.130.206.0/24,AS56971 IPv4
31.57.47.0/24,AS56971 IPv4
